temperature	energy	order_param
5.00000000 	-2180.00000000 	1024.00000000 	
5.00000000 	-2180.00000000 	1026.00000000 	
5.00000000 	-2180.00000000 	1026.00000000 	
5.00000000 	-2178.00000000 	1025.00000000 	
5.00000000 	-2178.00000000 	1025.00000000 	
5.00000000 	-2222.00000000 	1027.00000000 	
5.00000000 	-2214.00000000 	1025.00000000 	
5.00000000 	-2217.00000000 	1026.00000000 	
5.00000000 	-2244.00000000 	1027.00000000 	
5.00000000 	-2244.00000000 	1027.00000000 	
5.00000000 	-2244.00000000 	1029.00000000 	
5.00000000 	-2244.00000000 	1029.00000000 	
5.00000000 	-2239.00000000 	1028.00000000 	
5.00000000 	-2239.00000000 	1028.00000000 	
5.00000000 	-2239.00000000 	1028.00000000 	
5.00000000 	-2239.00000000 	1028.00000000 	
5.00000000 	-2239.00000000 	1028.00000000 	
5.00000000 	-2239.00000000 	1028.00000000 	
5.00000000 	-2238.00000000 	1027.00000000 	
5.00000000 	-2270.00000000 	1030.00000000 	
5.00000000 	-2270.00000000 	1030.00000000 	
5.00000000 	-2270.00000000 	1030.00000000 	
5.00000000 	-2270.00000000 	1030.00000000 	
5.00000000 	-2270.00000000 	1030.00000000 	
5.00000000 	-2271.00000000 	1031.00000000 	
5.00000000 	-2271.00000000 	1031.00000000 	
5.00000000 	-2271.00000000 	1031.00000000 	
5.00000000 	-2288.00000000 	1033.00000000 	
5.00000000 	-2289.00000000 	1034.00000000 	
5.00000000 	-2282.00000000 	1033.00000000 	
5.00000000 	-2286.00000000 	1034.00000000 	
5.00000000 	-2293.00000000 	1035.00000000 	
5.00000000 	-2291.00000000 	1038.00000000 	
5.00000000 	-2295.00000000 	1037.00000000 	
5.00000000 	-2302.00000000 	1038.00000000 	
5.00000000 	-2302.00000000 	1038.00000000 	
5.00000000 	-2307.00000000 	1039.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2307.00000000 	1040.00000000 	
5.00000000 	-2303.00000000 	1039.00000000 	
5.00000000 	-2303.00000000 	1039.00000000 	
5.00000000 	-2303.00000000 	1039.00000000 	
5.00000000 	-2295.00000000 	1038.00000000 	
5.00000000 	-2297.00000000 	1036.00000000 	
5.00000000 	-2324.00000000 	1038.00000000 	
5.00000000 	-2328.00000000 	1037.00000000 	
5.00000000 	-2328.00000000 	1037.00000000 	
5.00000000 	-2327.00000000 	1039.00000000 	
5.00000000 	-2344.00000000 	1041.00000000 	
5.00000000 	-2345.00000000 	1038.00000000 	
5.00000000 	-2375.00000000 	1041.00000000 	
5.00000000 	-2375.00000000 	1041.00000000 	
5.00000000 	-2389.00000000 	1042.00000000 	
5.00000000 	-2389.00000000 	1042.00000000 	
5.00000000 	-2395.00000000 	1043.00000000 	
5.00000000 	-2393.00000000 	1046.00000000 	
5.00000000 	-2385.00000000 	1048.00000000 	
5.00000000 	-2393.00000000 	1050.00000000 	
5.00000000 	-2425.00000000 	1053.00000000 	
5.00000000 	-2425.00000000 	1053.00000000 	
5.00000000 	-2425.00000000 	1053.00000000 	
5.00000000 	-2437.00000000 	1055.00000000 	
5.00000000 	-2437.00000000 	1055.00000000 	
5.00000000 	-2453.00000000 	1057.00000000 	
5.00000000 	-2476.00000000 	1058.00000000 	
5.00000000 	-2472.00000000 	1060.00000000 	
5.00000000 	-2473.00000000 	1057.00000000 	
5.00000000 	-2465.00000000 	1056.00000000 	
5.00000000 	-2465.00000000 	1056.00000000 	
5.00000000 	-2458.00000000 	1055.00000000 	
5.00000000 	-2474.00000000 	1058.00000000 	
5.00000000 	-2474.00000000 	1058.00000000 	
5.00000000 	-2470.00000000 	1059.00000000 	
5.00000000 	-2509.00000000 	1060.00000000 	
5.00000000 	-2509.00000000 	1060.00000000 	
5.00000000 	-2525.00000000 	1062.00000000 	
5.00000000 	-2525.00000000 	1062.00000000 	
5.00000000 	-2525.00000000 	1062.00000000 	
5.00000000 	-2525.00000000 	1061.00000000 	
5.00000000 	-2534.00000000 	1063.00000000 	
5.00000000 	-2532.00000000 	1065.00000000 	
5.00000000 	-2568.00000000 	1066.00000000 	
5.00000000 	-2582.00000000 	1067.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2583.00000000 	1067.00000000 	
5.00000000 	-2583.00000000 	1067.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2591.00000000 	1069.00000000 	
5.00000000 	-2592.00000000 	1068.00000000 	
5.00000000 	-2604.00000000 	1070.00000000 	
5.00000000 	-2604.00000000 	1070.00000000 	
5.00000000 	-2604.00000000 	1070.00000000 	
5.00000000 	-2600.00000000 	1071.00000000 	
5.00000000 	-2597.00000000 	1070.00000000 	
5.00000000 	-2641.00000000 	1072.00000000 	
5.00000000 	-2641.00000000 	1071.00000000 	
5.00000000 	-2641.00000000 	1073.00000000 	
5.00000000 	-2644.00000000 	1074.00000000 	
5.00000000 	-2644.00000000 	1074.00000000 	
5.00000000 	-2658.00000000 	1077.00000000 	
5.00000000 	-2670.00000000 	1076.00000000 	
5.00000000 	-2670.00000000 	1076.00000000 	
5.00000000 	-2670.00000000 	1076.00000000 	
5.00000000 	-2677.00000000 	1077.00000000 	
5.00000000 	-2673.00000000 	1078.00000000 	
5.00000000 	-2689.00000000 	1081.00000000 	
5.00000000 	-2688.00000000 	1082.00000000 	
5.00000000 	-2688.00000000 	1082.00000000 	
5.00000000 	-2694.00000000 	1083.00000000 	
5.00000000 	-2694.00000000 	1083.00000000 	
5.00000000 	-2694.00000000 	1083.00000000 	
5.00000000 	-2694.00000000 	1083.00000000 	
5.00000000 	-2694.00000000 	1083.00000000 	
5.00000000 	-2703.00000000 	1084.00000000 	
5.00000000 	-2703.00000000 	1085.00000000 	
5.00000000 	-2703.00000000 	1085.00000000 	
5.00000000 	-2704.00000000 	1083.00000000 	
5.00000000 	-2736.00000000 	1084.00000000 	
5.00000000 	-2736.00000000 	1084.00000000 	
5.00000000 	-2736.00000000 	1084.00000000 	
5.00000000 	-2736.00000000 	1084.00000000 	
5.00000000 	-2737.00000000 	1085.00000000 	
5.00000000 	-2737.00000000 	1085.00000000 	
5.00000000 	-2742.00000000 	1086.00000000 	
5.00000000 	-2742.00000000 	1086.00000000 	
5.00000000 	-2737.00000000 	1085.00000000 	
5.00000000 	-2737.00000000 	1085.00000000 	
5.00000000 	-2737.00000000 	1085.00000000 	
5.00000000 	-2760.00000000 	1086.00000000 	
5.00000000 	-2792.00000000 	1089.00000000 	
5.00000000 	-2799.00000000 	1090.00000000 	
5.00000000 	-2799.00000000 	1090.00000000 	
5.00000000 	-2822.00000000 	1091.00000000 	
5.00000000 	-2836.00000000 	1092.00000000 	
5.00000000 	-2850.00000000 	1093.00000000 	
5.00000000 	-2857.00000000 	1095.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2857.00000000 	1096.00000000 	
5.00000000 	-2850.00000000 	1095.00000000 	
5.00000000 	-2850.00000000 	1095.00000000 	
5.00000000 	-2847.00000000 	1094.00000000 	
5.00000000 	-2847.00000000 	1094.00000000 	
5.00000000 	-2847.00000000 	1094.00000000 	
5.00000000 	-2879.00000000 	1097.00000000 	
5.00000000 	-2879.00000000 	1097.00000000 	
5.00000000 	-2883.00000000 	1096.00000000 	
5.00000000 	-2893.00000000 	1097.00000000 	
5.00000000 	-2885.00000000 	1098.00000000 	
5.00000000 	-2885.00000000 	1098.00000000 	
5.00000000 	-2885.00000000 	1098.00000000 	
5.00000000 	-2889.00000000 	1097.00000000 	
5.00000000 	-2889.00000000 	1097.00000000 	
5.00000000 	-2889.00000000 	1097.00000000 	
5.00000000 	-2889.00000000 	1097.00000000 	
5.00000000 	-2886.00000000 	1096.00000000 	
5.00000000 	-2902.00000000 	1099.00000000 	
5.00000000 	-2902.00000000 	1099.00000000 	
