temperature	energy	order_param
5.00000000 	-532.00000000 	11.00000000 	
5.00000000 	-524.00000000 	12.00000000 	
5.00000000 	-536.00000000 	14.00000000 	
5.00000000 	-539.00000000 	13.00000000 	
5.00000000 	-531.00000000 	15.00000000 	
5.00000000 	-483.00000000 	14.00000000 	
5.00000000 	-456.00000000 	13.00000000 	
5.00000000 	-438.00000000 	12.00000000 	
5.00000000 	-449.00000000 	11.00000000 	
5.00000000 	-453.00000000 	10.00000000 	
5.00000000 	-444.00000000 	10.00000000 	
5.00000000 	-444.00000000 	11.00000000 	
5.00000000 	-415.00000000 	9.00000000 	
5.00000000 	-388.00000000 	9.00000000 	
5.00000000 	-358.00000000 	8.00000000 	
5.00000000 	-350.00000000 	8.00000000 	
5.00000000 	-360.00000000 	6.00000000 	
5.00000000 	-362.00000000 	5.00000000 	
5.00000000 	-357.00000000 	4.00000000 	
5.00000000 	-357.00000000 	3.00000000 	
5.00000000 	-367.00000000 	5.00000000 	
5.00000000 	-399.00000000 	7.00000000 	
5.00000000 	-396.00000000 	8.00000000 	
5.00000000 	-387.00000000 	8.00000000 	
5.00000000 	-381.00000000 	8.00000000 	
5.00000000 	-390.00000000 	7.00000000 	
5.00000000 	-378.00000000 	5.00000000 	
5.00000000 	-346.00000000 	4.00000000 	
5.00000000 	-347.00000000 	3.00000000 	
5.00000000 	-333.00000000 	1.00000000 	
5.00000000 	-341.00000000 	-1.00000000 	
5.00000000 	-333.00000000 	-3.00000000 	
5.00000000 	-326.00000000 	-4.00000000 	
5.00000000 	-345.00000000 	-7.00000000 	
5.00000000 	-345.00000000 	-6.00000000 	
5.00000000 	-316.00000000 	-8.00000000 	
5.00000000 	-313.00000000 	-7.00000000 	
5.00000000 	-329.00000000 	-5.00000000 	
5.00000000 	-301.00000000 	-7.00000000 	
5.00000000 	-317.00000000 	-5.00000000 	
5.00000000 	-305.00000000 	-7.00000000 	
5.00000000 	-296.00000000 	-8.00000000 	
5.00000000 	-323.00000000 	-7.00000000 	
5.00000000 	-346.00000000 	-6.00000000 	
5.00000000 	-375.00000000 	-4.00000000 	
5.00000000 	-370.00000000 	-5.00000000 	
5.00000000 	-434.00000000 	-3.00000000 	
5.00000000 	-435.00000000 	-3.00000000 	
5.00000000 	-431.00000000 	-2.00000000 	
5.00000000 	-436.00000000 	-0.00000000 	
5.00000000 	-446.00000000 	4.00000000 	
5.00000000 	-461.00000000 	5.00000000 	
5.00000000 	-443.00000000 	4.00000000 	
5.00000000 	-365.00000000 	2.00000000 	
5.00000000 	-357.00000000 	2.00000000 	
5.00000000 	-361.00000000 	1.00000000 	
5.00000000 	-389.00000000 	3.00000000 	
5.00000000 	-412.00000000 	5.00000000 	
5.00000000 	-407.00000000 	4.00000000 	
5.00000000 	-412.00000000 	2.00000000 	
5.00000000 	-404.00000000 	2.00000000 	
5.00000000 	-403.00000000 	3.00000000 	
5.00000000 	-380.00000000 	2.00000000 	
5.00000000 	-382.00000000 	3.00000000 	
5.00000000 	-391.00000000 	3.00000000 	
5.00000000 	-406.00000000 	4.00000000 	
5.00000000 	-420.00000000 	5.00000000 	
5.00000000 	-459.00000000 	7.00000000 	
5.00000000 	-429.00000000 	5.00000000 	
5.00000000 	-461.00000000 	6.00000000 	
5.00000000 	-449.00000000 	9.00000000 	
5.00000000 	-434.00000000 	8.00000000 	
5.00000000 	-482.00000000 	10.00000000 	
5.00000000 	-434.00000000 	8.00000000 	
5.00000000 	-425.00000000 	7.00000000 	
5.00000000 	-425.00000000 	9.00000000 	
5.00000000 	-417.00000000 	10.00000000 	
5.00000000 	-465.00000000 	12.00000000 	
5.00000000 	-469.00000000 	14.00000000 	
5.00000000 	-421.00000000 	13.00000000 	
5.00000000 	-429.00000000 	12.00000000 	
5.00000000 	-445.00000000 	13.00000000 	
5.00000000 	-485.00000000 	17.00000000 	
5.00000000 	-494.00000000 	16.00000000 	
5.00000000 	-487.00000000 	15.00000000 	
5.00000000 	-485.00000000 	15.00000000 	
5.00000000 	-440.00000000 	13.00000000 	
5.00000000 	-416.00000000 	9.00000000 	
5.00000000 	-412.00000000 	7.00000000 	
5.00000000 	-412.00000000 	8.00000000 	
5.00000000 	-404.00000000 	9.00000000 	
5.00000000 	-416.00000000 	11.00000000 	
5.00000000 	-446.00000000 	12.00000000 	
5.00000000 	-437.00000000 	11.00000000 	
5.00000000 	-431.00000000 	9.00000000 	
5.00000000 	-434.00000000 	8.00000000 	
5.00000000 	-418.00000000 	6.00000000 	
5.00000000 	-420.00000000 	5.00000000 	
5.00000000 	-462.00000000 	8.00000000 	
5.00000000 	-446.00000000 	7.00000000 	
5.00000000 	-430.00000000 	5.00000000 	
5.00000000 	-437.00000000 	6.00000000 	
5.00000000 	-499.00000000 	8.00000000 	
5.00000000 	-510.00000000 	7.00000000 	
5.00000000 	-501.00000000 	7.00000000 	
5.00000000 	-501.00000000 	5.00000000 	
5.00000000 	-469.00000000 	3.00000000 	
5.00000000 	-462.00000000 	2.00000000 	
5.00000000 	-446.00000000 	1.00000000 	
5.00000000 	-445.00000000 	2.00000000 	
5.00000000 	-430.00000000 	1.00000000 	
5.00000000 	-418.00000000 	-1.00000000 	
5.00000000 	-398.00000000 	2.00000000 	
5.00000000 	-398.00000000 	1.00000000 	
5.00000000 	-390.00000000 	1.00000000 	
5.00000000 	-390.00000000 	1.00000000 	
5.00000000 	-396.00000000 	-0.00000000 	
5.00000000 	-444.00000000 	2.00000000 	
5.00000000 	-436.00000000 	-0.00000000 	
5.00000000 	-445.00000000 	1.00000000 	
5.00000000 	-461.00000000 	5.00000000 	
5.00000000 	-469.00000000 	5.00000000 	
5.00000000 	-438.00000000 	4.00000000 	
5.00000000 	-437.00000000 	5.00000000 	
5.00000000 	-449.00000000 	4.00000000 	
5.00000000 	-449.00000000 	5.00000000 	
5.00000000 	-458.00000000 	4.00000000 	
5.00000000 	-458.00000000 	6.00000000 	
5.00000000 	-444.00000000 	5.00000000 	
5.00000000 	-436.00000000 	6.00000000 	
5.00000000 	-436.00000000 	5.00000000 	
5.00000000 	-452.00000000 	7.00000000 	
5.00000000 	-500.00000000 	13.00000000 	
5.00000000 	-508.00000000 	12.00000000 	
5.00000000 	-501.00000000 	11.00000000 	
5.00000000 	-501.00000000 	12.00000000 	
5.00000000 	-508.00000000 	12.00000000 	
5.00000000 	-540.00000000 	13.00000000 	
5.00000000 	-503.00000000 	11.00000000 	
5.00000000 	-521.00000000 	12.00000000 	
5.00000000 	-523.00000000 	11.00000000 	
5.00000000 	-515.00000000 	11.00000000 	
5.00000000 	-522.00000000 	10.00000000 	
5.00000000 	-535.00000000 	12.00000000 	
5.00000000 	-519.00000000 	11.00000000 	
5.00000000 	-546.00000000 	10.00000000 	
5.00000000 	-541.00000000 	9.00000000 	
5.00000000 	-536.00000000 	8.00000000 	
5.00000000 	-506.00000000 	7.00000000 	
5.00000000 	-498.00000000 	7.00000000 	
5.00000000 	-514.00000000 	9.00000000 	
5.00000000 	-562.00000000 	10.00000000 	
5.00000000 	-558.00000000 	11.00000000 	
5.00000000 	-547.00000000 	13.00000000 	
5.00000000 	-555.00000000 	12.00000000 	
5.00000000 	-548.00000000 	11.00000000 	
5.00000000 	-533.00000000 	10.00000000 	
5.00000000 	-517.00000000 	9.00000000 	
5.00000000 	-518.00000000 	10.00000000 	
5.00000000 	-517.00000000 	11.00000000 	
5.00000000 	-532.00000000 	12.00000000 	
5.00000000 	-532.00000000 	11.00000000 	
5.00000000 	-523.00000000 	12.00000000 	
5.00000000 	-539.00000000 	12.00000000 	
5.00000000 	-548.00000000 	13.00000000 	
5.00000000 	-540.00000000 	13.00000000 	
5.00000000 	-509.00000000 	12.00000000 	
5.00000000 	-501.00000000 	13.00000000 	
5.00000000 	-495.00000000 	15.00000000 	
5.00000000 	-513.00000000 	14.00000000 	
5.00000000 	-436.00000000 	12.00000000 	
5.00000000 	-453.00000000 	12.00000000 	
5.00000000 	-451.00000000 	11.00000000 	
5.00000000 	-456.00000000 	9.00000000 	
5.00000000 	-448.00000000 	7.00000000 	
5.00000000 	-437.00000000 	8.00000000 	
5.00000000 	-429.00000000 	8.00000000 	
5.00000000 	-430.00000000 	9.00000000 	
5.00000000 	-422.00000000 	9.00000000 	
5.00000000 	-438.00000000 	9.00000000 	
5.00000000 	-431.00000000 	9.00000000 	
5.00000000 	-435.00000000 	7.00000000 	
5.00000000 	-417.00000000 	8.00000000 	
5.00000000 	-464.00000000 	9.00000000 	
5.00000000 	-471.00000000 	10.00000000 	
5.00000000 	-490.00000000 	13.00000000 	
5.00000000 	-460.00000000 	12.00000000 	
5.00000000 	-460.00000000 	11.00000000 	
5.00000000 	-491.00000000 	12.00000000 	
5.00000000 	-488.00000000 	13.00000000 	
5.00000000 	-497.00000000 	13.00000000 	
5.00000000 	-469.00000000 	9.00000000 	
5.00000000 	-469.00000000 	10.00000000 	
5.00000000 	-470.00000000 	10.00000000 	
5.00000000 	-484.00000000 	11.00000000 	
5.00000000 	-482.00000000 	10.00000000 	
5.00000000 	-489.00000000 	11.00000000 	
5.00000000 	-457.00000000 	10.00000000 	
5.00000000 	-413.00000000 	8.00000000 	
5.00000000 	-444.00000000 	9.00000000 	
5.00000000 	-416.00000000 	7.00000000 	
5.00000000 	-462.00000000 	9.00000000 	
5.00000000 	-478.00000000 	10.00000000 	
5.00000000 	-478.00000000 	9.00000000 	
5.00000000 	-476.00000000 	10.00000000 	
5.00000000 	-474.00000000 	11.00000000 	
5.00000000 	-506.00000000 	12.00000000 	
