temperature	energy	order_param
5.00000000 	-1535.00000000 	616.00000000 	
5.00000000 	-1535.00000000 	616.00000000 	
5.00000000 	-1535.00000000 	616.00000000 	
5.00000000 	-1538.00000000 	617.00000000 	
5.00000000 	-1538.00000000 	617.00000000 	
5.00000000 	-1538.00000000 	617.00000000 	
5.00000000 	-1538.00000000 	617.00000000 	
5.00000000 	-1540.00000000 	616.00000000 	
5.00000000 	-1540.00000000 	616.00000000 	
5.00000000 	-1558.00000000 	618.00000000 	
5.00000000 	-1558.00000000 	618.00000000 	
5.00000000 	-1558.00000000 	618.00000000 	
5.00000000 	-1558.00000000 	618.00000000 	
5.00000000 	-1555.00000000 	621.00000000 	
5.00000000 	-1555.00000000 	621.00000000 	
5.00000000 	-1555.00000000 	621.00000000 	
5.00000000 	-1555.00000000 	621.00000000 	
5.00000000 	-1586.00000000 	624.00000000 	
5.00000000 	-1586.00000000 	624.00000000 	
5.00000000 	-1586.00000000 	624.00000000 	
5.00000000 	-1586.00000000 	624.00000000 	
5.00000000 	-1586.00000000 	624.00000000 	
5.00000000 	-1617.00000000 	627.00000000 	
5.00000000 	-1617.00000000 	627.00000000 	
5.00000000 	-1625.00000000 	628.00000000 	
5.00000000 	-1628.00000000 	629.00000000 	
5.00000000 	-1676.00000000 	630.00000000 	
5.00000000 	-1676.00000000 	630.00000000 	
5.00000000 	-1676.00000000 	630.00000000 	
5.00000000 	-1676.00000000 	630.00000000 	
5.00000000 	-1683.00000000 	631.00000000 	
5.00000000 	-1683.00000000 	631.00000000 	
5.00000000 	-1683.00000000 	631.00000000 	
5.00000000 	-1683.00000000 	631.00000000 	
5.00000000 	-1685.00000000 	632.00000000 	
5.00000000 	-1692.00000000 	634.00000000 	
5.00000000 	-1692.00000000 	634.00000000 	
5.00000000 	-1692.00000000 	634.00000000 	
5.00000000 	-1692.00000000 	634.00000000 	
5.00000000 	-1709.00000000 	636.00000000 	
5.00000000 	-1723.00000000 	637.00000000 	
5.00000000 	-1725.00000000 	638.00000000 	
5.00000000 	-1725.00000000 	638.00000000 	
5.00000000 	-1725.00000000 	638.00000000 	
5.00000000 	-1757.00000000 	641.00000000 	
5.00000000 	-1757.00000000 	641.00000000 	
5.00000000 	-1784.00000000 	643.00000000 	
5.00000000 	-1784.00000000 	643.00000000 	
5.00000000 	-1782.00000000 	642.00000000 	
5.00000000 	-1783.00000000 	640.00000000 	
5.00000000 	-1783.00000000 	640.00000000 	
5.00000000 	-1797.00000000 	641.00000000 	
5.00000000 	-1797.00000000 	641.00000000 	
5.00000000 	-1811.00000000 	642.00000000 	
5.00000000 	-1825.00000000 	643.00000000 	
5.00000000 	-1823.00000000 	644.00000000 	
5.00000000 	-1823.00000000 	644.00000000 	
5.00000000 	-1824.00000000 	642.00000000 	
5.00000000 	-1821.00000000 	641.00000000 	
5.00000000 	-1844.00000000 	642.00000000 	
5.00000000 	-1835.00000000 	641.00000000 	
5.00000000 	-1835.00000000 	641.00000000 	
5.00000000 	-1835.00000000 	641.00000000 	
5.00000000 	-1834.00000000 	643.00000000 	
5.00000000 	-1836.00000000 	642.00000000 	
5.00000000 	-1884.00000000 	645.00000000 	
5.00000000 	-1884.00000000 	645.00000000 	
5.00000000 	-1884.00000000 	645.00000000 	
5.00000000 	-1889.00000000 	646.00000000 	
5.00000000 	-1892.00000000 	647.00000000 	
