temperature	energy	order_param
5.00000000 	-2252.00000000 	1101.00000000 	
5.00000000 	-2252.00000000 	1101.00000000 	
5.00000000 	-2300.00000000 	1103.00000000 	
5.00000000 	-2318.00000000 	1105.00000000 	
5.00000000 	-2320.00000000 	1106.00000000 	
5.00000000 	-2327.00000000 	1107.00000000 	
5.00000000 	-2327.00000000 	1107.00000000 	
5.00000000 	-2339.00000000 	1109.00000000 	
5.00000000 	-2338.00000000 	1112.00000000 	
5.00000000 	-2334.00000000 	1111.00000000 	
5.00000000 	-2342.00000000 	1113.00000000 	
5.00000000 	-2350.00000000 	1111.00000000 	
5.00000000 	-2350.00000000 	1111.00000000 	
5.00000000 	-2350.00000000 	1110.00000000 	
5.00000000 	-2350.00000000 	1110.00000000 	
5.00000000 	-2350.00000000 	1110.00000000 	
5.00000000 	-2350.00000000 	1110.00000000 	
5.00000000 	-2350.00000000 	1110.00000000 	
5.00000000 	-2358.00000000 	1112.00000000 	
5.00000000 	-2358.00000000 	1112.00000000 	
5.00000000 	-2358.00000000 	1112.00000000 	
5.00000000 	-2358.00000000 	1112.00000000 	
5.00000000 	-2358.00000000 	1112.00000000 	
5.00000000 	-2360.00000000 	1111.00000000 	
5.00000000 	-2376.00000000 	1113.00000000 	
5.00000000 	-2392.00000000 	1116.00000000 	
5.00000000 	-2415.00000000 	1117.00000000 	
5.00000000 	-2420.00000000 	1118.00000000 	
5.00000000 	-2420.00000000 	1118.00000000 	
5.00000000 	-2420.00000000 	1118.00000000 	
5.00000000 	-2420.00000000 	1118.00000000 	
5.00000000 	-2420.00000000 	1118.00000000 	
5.00000000 	-2420.00000000 	1118.00000000 	
5.00000000 	-2447.00000000 	1119.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1117.00000000 	
5.00000000 	-2448.00000000 	1120.00000000 	
5.00000000 	-2449.00000000 	1121.00000000 	
5.00000000 	-2445.00000000 	1122.00000000 	
5.00000000 	-2436.00000000 	1123.00000000 	
5.00000000 	-2427.00000000 	1122.00000000 	
5.00000000 	-2432.00000000 	1123.00000000 	
5.00000000 	-2458.00000000 	1125.00000000 	
5.00000000 	-2472.00000000 	1126.00000000 	
5.00000000 	-2495.00000000 	1127.00000000 	
5.00000000 	-2495.00000000 	1127.00000000 	
5.00000000 	-2495.00000000 	1127.00000000 	
5.00000000 	-2495.00000000 	1127.00000000 	
5.00000000 	-2498.00000000 	1128.00000000 	
5.00000000 	-2525.00000000 	1127.00000000 	
5.00000000 	-2525.00000000 	1127.00000000 	
5.00000000 	-2525.00000000 	1127.00000000 	
5.00000000 	-2557.00000000 	1130.00000000 	
5.00000000 	-2559.00000000 	1129.00000000 	
5.00000000 	-2559.00000000 	1129.00000000 	
5.00000000 	-2556.00000000 	1128.00000000 	
5.00000000 	-2587.00000000 	1131.00000000 	
5.00000000 	-2587.00000000 	1131.00000000 	
5.00000000 	-2587.00000000 	1131.00000000 	
5.00000000 	-2587.00000000 	1131.00000000 	
5.00000000 	-2587.00000000 	1131.00000000 	
5.00000000 	-2587.00000000 	1131.00000000 	
5.00000000 	-2613.00000000 	1133.00000000 	
5.00000000 	-2613.00000000 	1133.00000000 	
5.00000000 	-2631.00000000 	1135.00000000 	
5.00000000 	-2631.00000000 	1135.00000000 	
5.00000000 	-2631.00000000 	1135.00000000 	
5.00000000 	-2647.00000000 	1137.00000000 	
5.00000000 	-2665.00000000 	1138.00000000 	
5.00000000 	-2665.00000000 	1138.00000000 	
5.00000000 	-2663.00000000 	1139.00000000 	
5.00000000 	-2663.00000000 	1139.00000000 	
5.00000000 	-2664.00000000 	1138.00000000 	
5.00000000 	-2664.00000000 	1138.00000000 	
5.00000000 	-2666.00000000 	1136.00000000 	
5.00000000 	-2693.00000000 	1138.00000000 	
5.00000000 	-2693.00000000 	1137.00000000 	
5.00000000 	-2693.00000000 	1137.00000000 	
5.00000000 	-2700.00000000 	1138.00000000 	
5.00000000 	-2696.00000000 	1140.00000000 	
5.00000000 	-2696.00000000 	1140.00000000 	
5.00000000 	-2728.00000000 	1143.00000000 	
5.00000000 	-2731.00000000 	1144.00000000 	
5.00000000 	-2731.00000000 	1144.00000000 	
5.00000000 	-2731.00000000 	1144.00000000 	
5.00000000 	-2730.00000000 	1145.00000000 	
5.00000000 	-2730.00000000 	1145.00000000 	
5.00000000 	-2730.00000000 	1145.00000000 	
5.00000000 	-2723.00000000 	1144.00000000 	
5.00000000 	-2723.00000000 	1144.00000000 	
5.00000000 	-2738.00000000 	1147.00000000 	
5.00000000 	-2748.00000000 	1148.00000000 	
5.00000000 	-2748.00000000 	1148.00000000 	
5.00000000 	-2748.00000000 	1148.00000000 	
5.00000000 	-2748.00000000 	1148.00000000 	
5.00000000 	-2748.00000000 	1148.00000000 	
5.00000000 	-2749.00000000 	1146.00000000 	
5.00000000 	-2745.00000000 	1145.00000000 	
5.00000000 	-2768.00000000 	1146.00000000 	
5.00000000 	-2768.00000000 	1146.00000000 	
5.00000000 	-2770.00000000 	1147.00000000 	
5.00000000 	-2770.00000000 	1147.00000000 	
5.00000000 	-2788.00000000 	1146.00000000 	
5.00000000 	-2788.00000000 	1146.00000000 	
5.00000000 	-2788.00000000 	1147.00000000 	
5.00000000 	-2793.00000000 	1148.00000000 	
5.00000000 	-2793.00000000 	1148.00000000 	
5.00000000 	-2816.00000000 	1149.00000000 	
5.00000000 	-2824.00000000 	1151.00000000 	
5.00000000 	-2856.00000000 	1154.00000000 	
5.00000000 	-2864.00000000 	1152.00000000 	
5.00000000 	-2864.00000000 	1152.00000000 	
5.00000000 	-2864.00000000 	1152.00000000 	
5.00000000 	-2869.00000000 	1153.00000000 	
5.00000000 	-2869.00000000 	1153.00000000 	
5.00000000 	-2869.00000000 	1153.00000000 	
5.00000000 	-2860.00000000 	1151.00000000 	
5.00000000 	-2860.00000000 	1153.00000000 	
5.00000000 	-2860.00000000 	1152.00000000 	
5.00000000 	-2860.00000000 	1152.00000000 	
5.00000000 	-2877.00000000 	1154.00000000 	
5.00000000 	-2884.00000000 	1155.00000000 	
5.00000000 	-2884.00000000 	1155.00000000 	
5.00000000 	-2885.00000000 	1152.00000000 	
5.00000000 	-2885.00000000 	1152.00000000 	
5.00000000 	-2883.00000000 	1151.00000000 	
5.00000000 	-2888.00000000 	1152.00000000 	
5.00000000 	-2920.00000000 	1154.00000000 	
5.00000000 	-2912.00000000 	1152.00000000 	
5.00000000 	-2912.00000000 	1152.00000000 	
5.00000000 	-2930.00000000 	1151.00000000 	
5.00000000 	-2914.00000000 	1148.00000000 	
5.00000000 	-2914.00000000 	1148.00000000 	
5.00000000 	-2914.00000000 	1148.00000000 	
5.00000000 	-2914.00000000 	1148.00000000 	
5.00000000 	-2914.00000000 	1148.00000000 	
5.00000000 	-2942.00000000 	1150.00000000 	
5.00000000 	-2965.00000000 	1151.00000000 	
5.00000000 	-2965.00000000 	1151.00000000 	
5.00000000 	-2965.00000000 	1151.00000000 	
5.00000000 	-2993.00000000 	1153.00000000 	
5.00000000 	-2994.00000000 	1154.00000000 	
5.00000000 	-2982.00000000 	1152.00000000 	
5.00000000 	-3005.00000000 	1153.00000000 	
5.00000000 	-3005.00000000 	1151.00000000 	
5.00000000 	-3044.00000000 	1152.00000000 	
5.00000000 	-3044.00000000 	1152.00000000 	
5.00000000 	-3044.00000000 	1152.00000000 	
5.00000000 	-3044.00000000 	1152.00000000 	
5.00000000 	-3061.00000000 	1154.00000000 	
5.00000000 	-3061.00000000 	1154.00000000 	
5.00000000 	-3061.00000000 	1154.00000000 	
5.00000000 	-3077.00000000 	1155.00000000 	
5.00000000 	-3069.00000000 	1153.00000000 	
5.00000000 	-3061.00000000 	1151.00000000 	
5.00000000 	-3061.00000000 	1151.00000000 	
5.00000000 	-3061.00000000 	1151.00000000 	
5.00000000 	-3061.00000000 	1151.00000000 	
5.00000000 	-3061.00000000 	1151.00000000 	
5.00000000 	-3061.00000000 	1151.00000000 	
5.00000000 	-3069.00000000 	1152.00000000 	
5.00000000 	-3069.00000000 	1152.00000000 	
5.00000000 	-3069.00000000 	1152.00000000 	
5.00000000 	-3083.00000000 	1153.00000000 	
5.00000000 	-3083.00000000 	1153.00000000 	
5.00000000 	-3097.00000000 	1154.00000000 	
5.00000000 	-3095.00000000 	1153.00000000 	
5.00000000 	-3095.00000000 	1152.00000000 	
5.00000000 	-3139.00000000 	1154.00000000 	
5.00000000 	-3139.00000000 	1154.00000000 	
5.00000000 	-3187.00000000 	1156.00000000 	
5.00000000 	-3187.00000000 	1156.00000000 	
5.00000000 	-3187.00000000 	1156.00000000 	
5.00000000 	-3187.00000000 	1156.00000000 	
5.00000000 	-3188.00000000 	1153.00000000 	
5.00000000 	-3188.00000000 	1154.00000000 	
5.00000000 	-3188.00000000 	1154.00000000 	
5.00000000 	-3188.00000000 	1154.00000000 	
5.00000000 	-3188.00000000 	1154.00000000 	
5.00000000 	-3211.00000000 	1155.00000000 	
5.00000000 	-3227.00000000 	1158.00000000 	
5.00000000 	-3227.00000000 	1158.00000000 	
5.00000000 	-3227.00000000 	1158.00000000 	
5.00000000 	-3229.00000000 	1159.00000000 	
5.00000000 	-3229.00000000 	1159.00000000 	
5.00000000 	-3229.00000000 	1159.00000000 	
5.00000000 	-3247.00000000 	1160.00000000 	
5.00000000 	-3251.00000000 	1161.00000000 	
5.00000000 	-3251.00000000 	1161.00000000 	
5.00000000 	-3251.00000000 	1161.00000000 	
5.00000000 	-3251.00000000 	1161.00000000 	
5.00000000 	-3251.00000000 	1161.00000000 	
5.00000000 	-3249.00000000 	1162.00000000 	
5.00000000 	-3249.00000000 	1162.00000000 	
5.00000000 	-3249.00000000 	1162.00000000 	
5.00000000 	-3263.00000000 	1163.00000000 	
5.00000000 	-3263.00000000 	1166.00000000 	
5.00000000 	-3263.00000000 	1166.00000000 	
5.00000000 	-3263.00000000 	1165.00000000 	
5.00000000 	-3260.00000000 	1168.00000000 	
5.00000000 	-3260.00000000 	1168.00000000 	
5.00000000 	-3269.00000000 	1170.00000000 	
5.00000000 	-3260.00000000 	1168.00000000 	
5.00000000 	-3267.00000000 	1169.00000000 	
5.00000000 	-3267.00000000 	1169.00000000 	
5.00000000 	-3263.00000000 	1168.00000000 	
5.00000000 	-3263.00000000 	1168.00000000 	
5.00000000 	-3263.00000000 	1168.00000000 	
5.00000000 	-3281.00000000 	1170.00000000 	
5.00000000 	-3281.00000000 	1170.00000000 	
5.00000000 	-3281.00000000 	1170.00000000 	
5.00000000 	-3281.00000000 	1170.00000000 	
5.00000000 	-3281.00000000 	1170.00000000 	
5.00000000 	-3293.00000000 	1172.00000000 	
5.00000000 	-3293.00000000 	1172.00000000 	
5.00000000 	-3293.00000000 	1172.00000000 	
5.00000000 	-3293.00000000 	1172.00000000 	
