temperature	energy	order
5.00000000 	-6.55743852 	-5.00000000 	
5.00000000 	-6.55743852 	-5.00000000 	
5.00000000 	-6.55743852 	-5.00000000 	
5.00000000 	-6.55743852 	-5.00000000 	
5.00000000 	-5.00000000 	-5.29150262 	
5.00000000 	-6.55743852 	-6.55743852 	
5.00000000 	-5.29150262 	-7.00000000 	
5.00000000 	-5.29150262 	-7.00000000 	
5.00000000 	-6.08276253 	-6.55743852 	
5.00000000 	-7.00000000 	-8.18535277 	
5.00000000 	-7.00000000 	-8.18535277 	
5.00000000 	-7.00000000 	-8.18535277 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-8.88819442 	-6.55743852 	
5.00000000 	-10.14889157 	-7.00000000 	
5.00000000 	-10.14889157 	-7.00000000 	
5.00000000 	-8.54400375 	-5.29150262 	
5.00000000 	-8.54400375 	-5.29150262 	
5.00000000 	-8.54400375 	-5.29150262 	
5.00000000 	-7.00000000 	-6.55743852 	
5.00000000 	-4.35889894 	-8.18535277 	
5.00000000 	-4.00000000 	-8.71779789 	
5.00000000 	-5.56776436 	-8.18535277 	
5.00000000 	-5.56776436 	-8.18535277 	
5.00000000 	-5.56776436 	-8.18535277 	
5.00000000 	-5.56776436 	-8.18535277 	
5.00000000 	-4.00000000 	-6.55743852 	
5.00000000 	-4.00000000 	-6.55743852 	
5.00000000 	-4.00000000 	-6.55743852 	
5.00000000 	1.00000000 	-5.00000000 	
5.00000000 	1.00000000 	-5.00000000 	
5.00000000 	-4.35889894 	-3.60555128 	
5.00000000 	-2.64575131 	-5.00000000 	
5.00000000 	-3.60555128 	-5.29150262 	
5.00000000 	-3.60555128 	-5.29150262 	
5.00000000 	-3.60555128 	-5.29150262 	
5.00000000 	-2.00000000 	-4.35889894 	
5.00000000 	-2.00000000 	-4.35889894 	
5.00000000 	-2.00000000 	-4.35889894 	
5.00000000 	-6.55743852 	-4.00000000 	
5.00000000 	-6.55743852 	-4.00000000 	
5.00000000 	-6.55743852 	-4.00000000 	
5.00000000 	-6.55743852 	-4.00000000 	
5.00000000 	-9.53939201 	-4.35889894 	
5.00000000 	-9.53939201 	-4.35889894 	
5.00000000 	-11.13552873 	-5.56776436 	
5.00000000 	-11.13552873 	-5.56776436 	
5.00000000 	-9.84885780 	-5.56776436 	
5.00000000 	-13.00000000 	-7.21110255 	
5.00000000 	-13.89244399 	-7.00000000 	
5.00000000 	-13.89244399 	-7.00000000 	
5.00000000 	-13.00000000 	-5.56776436 	
5.00000000 	-13.89244399 	-6.08276253 	
5.00000000 	-13.22875656 	-7.81024968 	
5.00000000 	-11.53256259 	-8.88819442 	
5.00000000 	-11.53256259 	-8.88819442 	
5.00000000 	-11.53256259 	-8.88819442 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	14.73091986 	-8.71779789 	
5.00000000 	14.73091986 	-8.71779789 	
5.00000000 	18.02775638 	-9.84885780 	
5.00000000 	18.02775638 	-9.84885780 	
5.00000000 	18.02775638 	-9.84885780 	
5.00000000 	18.02775638 	-9.84885780 	
5.00000000 	18.02775638 	-9.84885780 	
5.00000000 	18.02775638 	-9.84885780 	
5.00000000 	16.00000000 	-8.71779789 	
5.00000000 	16.00000000 	-8.71779789 	
5.00000000 	18.02775638 	-7.00000000 	
5.00000000 	-14.00000000 	-8.71779789 	
5.00000000 	-14.00000000 	-8.71779789 	
5.00000000 	-9.53939201 	-7.00000000 	
5.00000000 	-8.18535277 	-7.81024968 	
5.00000000 	-8.18535277 	-7.81024968 	
5.00000000 	-8.18535277 	-7.81024968 	
5.00000000 	-8.18535277 	-7.81024968 	
5.00000000 	-5.00000000 	-7.00000000 	
5.00000000 	-8.18535277 	-5.29150262 	
5.00000000 	-12.16552506 	-5.00000000 	
5.00000000 	-12.16552506 	-5.00000000 	
5.00000000 	-12.16552506 	-5.00000000 	
5.00000000 	-11.26942767 	-3.60555128 	
5.00000000 	-15.62049935 	-2.64575131 	
5.00000000 	-17.77638883 	-2.00000000 	
5.00000000 	-17.77638883 	-2.00000000 	
5.00000000 	-17.77638883 	-2.00000000 	
5.00000000 	-19.07878403 	-3.60555128 	
5.00000000 	-19.07878403 	-3.60555128 	
5.00000000 	-19.07878403 	-3.60555128 	
5.00000000 	-19.07878403 	-3.60555128 	
5.00000000 	-17.34935157 	-5.00000000 	
5.00000000 	-19.07878403 	-3.60555128 	
5.00000000 	-20.07485990 	-4.35889894 	
5.00000000 	-20.07485990 	-4.35889894 	
5.00000000 	-20.07485990 	-4.35889894 	
5.00000000 	-20.07485990 	-4.35889894 	
5.00000000 	-18.19340540 	-5.29150262 	
5.00000000 	-17.34935157 	-7.00000000 	
5.00000000 	-17.34935157 	-7.00000000 	
5.00000000 	-16.46207763 	-6.55743852 	
5.00000000 	-16.46207763 	-6.55743852 	
5.00000000 	-18.19340540 	-6.55743852 	
5.00000000 	-19.07878403 	-6.55743852 	
5.00000000 	-19.07878403 	-6.55743852 	
5.00000000 	-14.93318452 	-7.00000000 	
5.00000000 	-14.93318452 	-7.00000000 	
5.00000000 	-16.46207763 	-8.71779789 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	-14.73091986 	-9.53939201 	
5.00000000 	11.78982612 	-8.88819442 	
5.00000000 	11.78982612 	-8.88819442 	
5.00000000 	11.78982612 	-8.88819442 	
5.00000000 	11.53256259 	-10.14889157 	
5.00000000 	15.13274595 	-8.54400375 	
5.00000000 	15.13274595 	-8.54400375 	
5.00000000 	16.37070554 	-7.21110255 	
5.00000000 	16.37070554 	-7.21110255 	
5.00000000 	16.37070554 	-7.21110255 	
5.00000000 	15.13274595 	-7.81024968 	
5.00000000 	15.13274595 	-7.81024968 	
5.00000000 	16.82260384 	-8.71779789 	
5.00000000 	16.82260384 	-8.71779789 	
5.00000000 	13.45362405 	-9.53939201 	
5.00000000 	13.45362405 	-9.53939201 	
5.00000000 	13.45362405 	-9.53939201 	
5.00000000 	13.45362405 	-9.53939201 	
5.00000000 	13.45362405 	-9.53939201 	
5.00000000 	13.45362405 	-9.53939201 	
5.00000000 	10.14889157 	-10.44030651 	
5.00000000 	10.14889157 	-10.44030651 	
5.00000000 	10.14889157 	-10.44030651 	
5.00000000 	7.00000000 	-11.53256259 	
5.00000000 	5.56776436 	-9.84885780 	
5.00000000 	7.21110255 	-8.18535277 	
5.00000000 	7.21110255 	-8.18535277 	
5.00000000 	7.21110255 	-8.18535277 	
5.00000000 	7.21110255 	-8.18535277 	
5.00000000 	7.81024968 	-7.00000000 	
5.00000000 	6.08276253 	-6.55743852 	
5.00000000 	7.00000000 	-6.55743852 	
5.00000000 	3.60555128 	-5.29150262 	
5.00000000 	4.35889894 	-3.60555128 	
5.00000000 	3.60555128 	-4.35889894 	
5.00000000 	3.60555128 	-4.35889894 	
5.00000000 	3.60555128 	-4.35889894 	
5.00000000 	-2.00000000 	-2.64575131 	
5.00000000 	-3.60555128 	4.00000000 	
5.00000000 	-2.64575131 	-2.64575131 	
5.00000000 	-6.08276253 	-3.60555128 	
5.00000000 	-6.08276253 	-3.60555128 	
5.00000000 	-5.29150262 	-2.64575131 	
5.00000000 	-6.55743852 	4.00000000 	
5.00000000 	-7.81024968 	-2.64575131 	
5.00000000 	-9.53939201 	2.64575131 	
5.00000000 	-9.53939201 	2.64575131 	
5.00000000 	-9.53939201 	2.64575131 	
5.00000000 	-9.53939201 	2.64575131 	
5.00000000 	-9.53939201 	2.64575131 	
5.00000000 	-14.00000000 	1.00000000 	
5.00000000 	-11.53256259 	-2.64575131 	
5.00000000 	-11.53256259 	-2.64575131 	
5.00000000 	-11.53256259 	-2.64575131 	
5.00000000 	-10.00000000 	1.00000000 	
5.00000000 	-10.00000000 	1.00000000 	
5.00000000 	-10.00000000 	1.00000000 	
5.00000000 	-5.56776436 	2.64575131 	
5.00000000 	-5.56776436 	2.64575131 	
5.00000000 	-6.08276253 	4.00000000 	
5.00000000 	-6.08276253 	4.00000000 	
5.00000000 	-2.00000000 	5.56776436 	
5.00000000 	-2.00000000 	5.56776436 	
5.00000000 	-2.00000000 	5.56776436 	
5.00000000 	-5.29150262 	-4.35889894 	
5.00000000 	-5.29150262 	-4.35889894 	
5.00000000 	-4.00000000 	-6.08276253 	
5.00000000 	-4.00000000 	-6.08276253 	
5.00000000 	-7.21110255 	-5.29150262 	
5.00000000 	-3.60555128 	-3.60555128 	
5.00000000 	-3.60555128 	-3.60555128 	
5.00000000 	-2.64575131 	-4.35889894 	
5.00000000 	-2.00000000 	-2.64575131 	
5.00000000 	-2.00000000 	-2.64575131 	
5.00000000 	-2.00000000 	-2.64575131 	
5.00000000 	-1.00000000 	1.00000000 	
5.00000000 	-1.00000000 	1.00000000 	
5.00000000 	2.64575131 	-1.00000000 	
5.00000000 	2.64575131 	1.00000000 	
5.00000000 	2.64575131 	1.00000000 	
5.00000000 	2.64575131 	2.64575131 	
5.00000000 	2.64575131 	2.64575131 	
5.00000000 	2.64575131 	2.64575131 	
5.00000000 	2.64575131 	2.64575131 	
5.00000000 	2.64575131 	2.64575131 	
5.00000000 	4.35889894 	4.35889894 	
5.00000000 	4.35889894 	4.35889894 	
5.00000000 	2.64575131 	5.29150262 	
5.00000000 	2.64575131 	5.29150262 	
5.00000000 	7.00000000 	4.35889894 	
5.00000000 	7.00000000 	4.35889894 	
5.00000000 	5.29150262 	2.64575131 	
5.00000000 	4.35889894 	2.64575131 	
5.00000000 	-3.60555128 	1.00000000 	
5.00000000 	-3.60555128 	1.00000000 	
5.00000000 	-3.60555128 	1.00000000 	
5.00000000 	-2.00000000 	2.00000000 	
5.00000000 	-2.00000000 	2.00000000 	
5.00000000 	-3.60555128 	3.60555128 	
5.00000000 	-3.60555128 	3.60555128 	
5.00000000 	-3.60555128 	3.60555128 	
5.00000000 	-3.60555128 	5.29150262 	
5.00000000 	2.00000000 	6.08276253 	
5.00000000 	2.00000000 	6.08276253 	
5.00000000 	3.60555128 	7.81024968 	
5.00000000 	3.60555128 	7.81024968 	
5.00000000 	1.00000000 	9.53939201 	
5.00000000 	5.56776436 	8.88819442 	
5.00000000 	4.00000000 	7.21110255 	
5.00000000 	5.29150262 	8.54400375 	
5.00000000 	4.35889894 	10.00000000 	
5.00000000 	1.00000000 	10.14889157 	
5.00000000 	-7.81024968 	10.00000000 	
5.00000000 	-7.81024968 	10.00000000 	
5.00000000 	-6.08276253 	8.54400375 	
5.00000000 	-10.44030651 	-8.88819442 	
5.00000000 	-14.42220510 	-10.58300524 	
5.00000000 	-17.00000000 	10.14889157 	
5.00000000 	-20.29778313 	-8.88819442 	
5.00000000 	-26.00000000 	10.14889157 	
5.00000000 	-26.00000000 	10.14889157 	
5.00000000 	-29.20616373 	-8.88819442 	
5.00000000 	-29.05167809 	-10.58300524 	
5.00000000 	-30.61045573 	-12.28820573 	
5.00000000 	-30.61045573 	-12.28820573 	
5.00000000 	-32.18695388 	-14.00000000 	
