temperature	energy	order_param
5.00000000 	-501.00000000 	263.00000000 	
5.00000000 	-512.00000000 	261.00000000 	
5.00000000 	-498.00000000 	258.00000000 	
5.00000000 	-482.00000000 	256.00000000 	
5.00000000 	-451.00000000 	253.00000000 	
5.00000000 	-450.00000000 	256.00000000 	
5.00000000 	-468.00000000 	255.00000000 	
5.00000000 	-456.00000000 	256.00000000 	
5.00000000 	-449.00000000 	255.00000000 	
5.00000000 	-440.00000000 	253.00000000 	
5.00000000 	-424.00000000 	250.00000000 	
5.00000000 	-426.00000000 	249.00000000 	
5.00000000 	-425.00000000 	248.00000000 	
5.00000000 	-419.00000000 	246.00000000 	
5.00000000 	-417.00000000 	247.00000000 	
5.00000000 	-416.00000000 	250.00000000 	
5.00000000 	-420.00000000 	251.00000000 	
5.00000000 	-408.00000000 	249.00000000 	
5.00000000 	-424.00000000 	250.00000000 	
5.00000000 	-424.00000000 	249.00000000 	
5.00000000 	-440.00000000 	252.00000000 	
5.00000000 	-388.00000000 	248.00000000 	
5.00000000 	-388.00000000 	249.00000000 	
5.00000000 	-397.00000000 	250.00000000 	
5.00000000 	-405.00000000 	252.00000000 	
5.00000000 	-466.00000000 	258.00000000 	
5.00000000 	-478.00000000 	261.00000000 	
5.00000000 	-471.00000000 	260.00000000 	
5.00000000 	-472.00000000 	258.00000000 	
5.00000000 	-469.00000000 	257.00000000 	
5.00000000 	-457.00000000 	255.00000000 	
5.00000000 	-436.00000000 	253.00000000 	
5.00000000 	-475.00000000 	254.00000000 	
5.00000000 	-468.00000000 	253.00000000 	
5.00000000 	-440.00000000 	251.00000000 	
5.00000000 	-472.00000000 	252.00000000 	
5.00000000 	-560.00000000 	267.00000000 	
5.00000000 	-548.00000000 	265.00000000 	
5.00000000 	-557.00000000 	267.00000000 	
5.00000000 	-585.00000000 	269.00000000 	
5.00000000 	-569.00000000 	268.00000000 	
5.00000000 	-561.00000000 	269.00000000 	
5.00000000 	-557.00000000 	270.00000000 	
5.00000000 	-556.00000000 	273.00000000 	
5.00000000 	-542.00000000 	271.00000000 	
5.00000000 	-545.00000000 	272.00000000 	
5.00000000 	-555.00000000 	274.00000000 	
5.00000000 	-528.00000000 	272.00000000 	
5.00000000 	-524.00000000 	271.00000000 	
5.00000000 	-520.00000000 	272.00000000 	
5.00000000 	-474.00000000 	263.00000000 	
5.00000000 	-506.00000000 	265.00000000 	
5.00000000 	-546.00000000 	269.00000000 	
5.00000000 	-550.00000000 	268.00000000 	
5.00000000 	-535.00000000 	265.00000000 	
5.00000000 	-536.00000000 	262.00000000 	
