temperature	energy	order_param
5.00000000 	-2345.00000000 	1061.00000000 	
5.00000000 	-2345.00000000 	1061.00000000 	
5.00000000 	-2346.00000000 	1060.00000000 	
5.00000000 	-2361.00000000 	1063.00000000 	
5.00000000 	-2361.00000000 	1063.00000000 	
5.00000000 	-2392.00000000 	1066.00000000 	
5.00000000 	-2406.00000000 	1069.00000000 	
5.00000000 	-2406.00000000 	1069.00000000 	
5.00000000 	-2410.00000000 	1068.00000000 	
5.00000000 	-2410.00000000 	1068.00000000 	
5.00000000 	-2419.00000000 	1069.00000000 	
5.00000000 	-2426.00000000 	1070.00000000 	
5.00000000 	-2434.00000000 	1069.00000000 	
5.00000000 	-2434.00000000 	1069.00000000 	
5.00000000 	-2434.00000000 	1069.00000000 	
5.00000000 	-2416.00000000 	1068.00000000 	
5.00000000 	-2416.00000000 	1068.00000000 	
5.00000000 	-2448.00000000 	1070.00000000 	
5.00000000 	-2476.00000000 	1072.00000000 	
5.00000000 	-2468.00000000 	1074.00000000 	
5.00000000 	-2468.00000000 	1074.00000000 	
5.00000000 	-2468.00000000 	1074.00000000 	
5.00000000 	-2485.00000000 	1076.00000000 	
5.00000000 	-2494.00000000 	1077.00000000 	
5.00000000 	-2490.00000000 	1079.00000000 	
5.00000000 	-2498.00000000 	1081.00000000 	
5.00000000 	-2498.00000000 	1081.00000000 	
5.00000000 	-2498.00000000 	1081.00000000 	
5.00000000 	-2506.00000000 	1083.00000000 	
5.00000000 	-2506.00000000 	1082.00000000 	
5.00000000 	-2537.00000000 	1085.00000000 	
5.00000000 	-2537.00000000 	1083.00000000 	
5.00000000 	-2537.00000000 	1083.00000000 	
5.00000000 	-2539.00000000 	1082.00000000 	
5.00000000 	-2539.00000000 	1082.00000000 	
5.00000000 	-2551.00000000 	1084.00000000 	
5.00000000 	-2548.00000000 	1083.00000000 	
5.00000000 	-2548.00000000 	1083.00000000 	
5.00000000 	-2548.00000000 	1083.00000000 	
5.00000000 	-2557.00000000 	1084.00000000 	
5.00000000 	-2557.00000000 	1084.00000000 	
5.00000000 	-2557.00000000 	1084.00000000 	
5.00000000 	-2557.00000000 	1084.00000000 	
5.00000000 	-2556.00000000 	1083.00000000 	
5.00000000 	-2564.00000000 	1085.00000000 	
5.00000000 	-2557.00000000 	1084.00000000 	
5.00000000 	-2557.00000000 	1085.00000000 	
5.00000000 	-2604.00000000 	1088.00000000 	
5.00000000 	-2621.00000000 	1090.00000000 	
5.00000000 	-2621.00000000 	1090.00000000 	
5.00000000 	-2625.00000000 	1091.00000000 	
5.00000000 	-2624.00000000 	1092.00000000 	
5.00000000 	-2621.00000000 	1095.00000000 	
5.00000000 	-2621.00000000 	1095.00000000 	
5.00000000 	-2621.00000000 	1095.00000000 	
5.00000000 	-2635.00000000 	1096.00000000 	
5.00000000 	-2627.00000000 	1094.00000000 	
5.00000000 	-2627.00000000 	1095.00000000 	
5.00000000 	-2642.00000000 	1098.00000000 	
5.00000000 	-2686.00000000 	1100.00000000 	
5.00000000 	-2686.00000000 	1100.00000000 	
5.00000000 	-2718.00000000 	1102.00000000 	
5.00000000 	-2749.00000000 	1105.00000000 	
5.00000000 	-2749.00000000 	1105.00000000 	
5.00000000 	-2749.00000000 	1107.00000000 	
5.00000000 	-2747.00000000 	1110.00000000 	
5.00000000 	-2747.00000000 	1110.00000000 	
5.00000000 	-2747.00000000 	1110.00000000 	
