temperature	energy	order_param
5.00000000 	-1871.00000000 	1056.00000000 	
5.00000000 	-1871.00000000 	1056.00000000 	
5.00000000 	-1886.00000000 	1059.00000000 	
5.00000000 	-1893.00000000 	1060.00000000 	
5.00000000 	-1893.00000000 	1060.00000000 	
5.00000000 	-1893.00000000 	1060.00000000 	
5.00000000 	-1893.00000000 	1060.00000000 	
5.00000000 	-1905.00000000 	1059.00000000 	
5.00000000 	-1902.00000000 	1058.00000000 	
5.00000000 	-1909.00000000 	1059.00000000 	
5.00000000 	-1924.00000000 	1062.00000000 	
5.00000000 	-1928.00000000 	1060.00000000 	
5.00000000 	-1928.00000000 	1060.00000000 	
5.00000000 	-1940.00000000 	1062.00000000 	
5.00000000 	-1942.00000000 	1060.00000000 	
5.00000000 	-1946.00000000 	1059.00000000 	
5.00000000 	-1946.00000000 	1059.00000000 	
5.00000000 	-1960.00000000 	1060.00000000 	
5.00000000 	-1960.00000000 	1060.00000000 	
5.00000000 	-1956.00000000 	1059.00000000 	
5.00000000 	-1956.00000000 	1061.00000000 	
5.00000000 	-1957.00000000 	1060.00000000 	
5.00000000 	-1955.00000000 	1061.00000000 	
5.00000000 	-1955.00000000 	1061.00000000 	
5.00000000 	-1955.00000000 	1061.00000000 	
5.00000000 	-1955.00000000 	1061.00000000 	
5.00000000 	-1967.00000000 	1063.00000000 	
5.00000000 	-1967.00000000 	1063.00000000 	
5.00000000 	-1975.00000000 	1065.00000000 	
5.00000000 	-1975.00000000 	1065.00000000 	
5.00000000 	-1975.00000000 	1065.00000000 	
5.00000000 	-1975.00000000 	1065.00000000 	
5.00000000 	-1975.00000000 	1065.00000000 	
5.00000000 	-1975.00000000 	1063.00000000 	
5.00000000 	-1974.00000000 	1065.00000000 	
5.00000000 	-1974.00000000 	1065.00000000 	
5.00000000 	-1989.00000000 	1068.00000000 	
5.00000000 	-1989.00000000 	1068.00000000 	
5.00000000 	-1989.00000000 	1068.00000000 	
5.00000000 	-1989.00000000 	1068.00000000 	
5.00000000 	-1989.00000000 	1068.00000000 	
5.00000000 	-1989.00000000 	1068.00000000 	
5.00000000 	-2020.00000000 	1071.00000000 	
5.00000000 	-2020.00000000 	1071.00000000 	
5.00000000 	-2020.00000000 	1071.00000000 	
5.00000000 	-2020.00000000 	1074.00000000 	
5.00000000 	-2020.00000000 	1074.00000000 	
5.00000000 	-2020.00000000 	1074.00000000 	
5.00000000 	-2020.00000000 	1074.00000000 	
5.00000000 	-2020.00000000 	1074.00000000 	
5.00000000 	-2020.00000000 	1074.00000000 	
5.00000000 	-2048.00000000 	1076.00000000 	
5.00000000 	-2045.00000000 	1079.00000000 	
5.00000000 	-2045.00000000 	1079.00000000 	
5.00000000 	-2037.00000000 	1078.00000000 	
5.00000000 	-2037.00000000 	1078.00000000 	
5.00000000 	-2045.00000000 	1077.00000000 	
5.00000000 	-2043.00000000 	1078.00000000 	
5.00000000 	-2043.00000000 	1078.00000000 	
5.00000000 	-2043.00000000 	1078.00000000 	
5.00000000 	-2059.00000000 	1079.00000000 	
5.00000000 	-2086.00000000 	1080.00000000 	
5.00000000 	-2086.00000000 	1080.00000000 	
5.00000000 	-2086.00000000 	1080.00000000 	
5.00000000 	-2083.00000000 	1083.00000000 	
5.00000000 	-2083.00000000 	1083.00000000 	
5.00000000 	-2083.00000000 	1083.00000000 	
5.00000000 	-2082.00000000 	1086.00000000 	
5.00000000 	-2082.00000000 	1085.00000000 	
5.00000000 	-2082.00000000 	1085.00000000 	
5.00000000 	-2099.00000000 	1087.00000000 	
5.00000000 	-2091.00000000 	1085.00000000 	
5.00000000 	-2091.00000000 	1085.00000000 	
5.00000000 	-2091.00000000 	1084.00000000 	
5.00000000 	-2091.00000000 	1084.00000000 	
5.00000000 	-2091.00000000 	1081.00000000 	
5.00000000 	-2091.00000000 	1081.00000000 	
5.00000000 	-2119.00000000 	1083.00000000 	
5.00000000 	-2119.00000000 	1083.00000000 	
5.00000000 	-2119.00000000 	1083.00000000 	
5.00000000 	-2122.00000000 	1084.00000000 	
5.00000000 	-2122.00000000 	1084.00000000 	
5.00000000 	-2130.00000000 	1086.00000000 	
5.00000000 	-2130.00000000 	1086.00000000 	
5.00000000 	-2146.00000000 	1087.00000000 	
5.00000000 	-2146.00000000 	1087.00000000 	
5.00000000 	-2146.00000000 	1087.00000000 	
5.00000000 	-2146.00000000 	1087.00000000 	
5.00000000 	-2146.00000000 	1087.00000000 	
5.00000000 	-2155.00000000 	1088.00000000 	
5.00000000 	-2155.00000000 	1088.00000000 	
5.00000000 	-2160.00000000 	1089.00000000 	
5.00000000 	-2208.00000000 	1091.00000000 	
5.00000000 	-2208.00000000 	1091.00000000 	
5.00000000 	-2212.00000000 	1092.00000000 	
5.00000000 	-2219.00000000 	1093.00000000 	
5.00000000 	-2219.00000000 	1093.00000000 	
5.00000000 	-2236.00000000 	1095.00000000 	
5.00000000 	-2236.00000000 	1095.00000000 	
5.00000000 	-2236.00000000 	1095.00000000 	
5.00000000 	-2236.00000000 	1095.00000000 	
5.00000000 	-2252.00000000 	1096.00000000 	
5.00000000 	-2252.00000000 	1096.00000000 	
5.00000000 	-2252.00000000 	1096.00000000 	
5.00000000 	-2268.00000000 	1094.00000000 	
5.00000000 	-2268.00000000 	1094.00000000 	
5.00000000 	-2269.00000000 	1095.00000000 	
5.00000000 	-2301.00000000 	1098.00000000 	
5.00000000 	-2301.00000000 	1098.00000000 	
5.00000000 	-2301.00000000 	1098.00000000 	
5.00000000 	-2301.00000000 	1098.00000000 	
5.00000000 	-2297.00000000 	1097.00000000 	
5.00000000 	-2297.00000000 	1097.00000000 	
5.00000000 	-2297.00000000 	1097.00000000 	
5.00000000 	-2304.00000000 	1098.00000000 	
5.00000000 	-2303.00000000 	1097.00000000 	
5.00000000 	-2305.00000000 	1095.00000000 	
5.00000000 	-2305.00000000 	1095.00000000 	
5.00000000 	-2306.00000000 	1092.00000000 	
5.00000000 	-2306.00000000 	1092.00000000 	
5.00000000 	-2318.00000000 	1094.00000000 	
5.00000000 	-2314.00000000 	1096.00000000 	
5.00000000 	-2314.00000000 	1095.00000000 	
5.00000000 	-2314.00000000 	1095.00000000 	
5.00000000 	-2323.00000000 	1096.00000000 	
5.00000000 	-2324.00000000 	1093.00000000 	
5.00000000 	-2324.00000000 	1093.00000000 	
5.00000000 	-2336.00000000 	1095.00000000 	
5.00000000 	-2336.00000000 	1095.00000000 	
5.00000000 	-2368.00000000 	1098.00000000 	
5.00000000 	-2368.00000000 	1099.00000000 	
5.00000000 	-2368.00000000 	1099.00000000 	
5.00000000 	-2368.00000000 	1099.00000000 	
5.00000000 	-2395.00000000 	1101.00000000 	
5.00000000 	-2386.00000000 	1100.00000000 	
5.00000000 	-2413.00000000 	1099.00000000 	
5.00000000 	-2425.00000000 	1100.00000000 	
5.00000000 	-2425.00000000 	1100.00000000 	
5.00000000 	-2425.00000000 	1100.00000000 	
5.00000000 	-2424.00000000 	1102.00000000 	
5.00000000 	-2424.00000000 	1102.00000000 	
5.00000000 	-2424.00000000 	1102.00000000 	
5.00000000 	-2424.00000000 	1103.00000000 	
5.00000000 	-2425.00000000 	1101.00000000 	
5.00000000 	-2425.00000000 	1101.00000000 	
5.00000000 	-2441.00000000 	1104.00000000 	
5.00000000 	-2441.00000000 	1104.00000000 	
5.00000000 	-2459.00000000 	1106.00000000 	
5.00000000 	-2463.00000000 	1107.00000000 	
5.00000000 	-2463.00000000 	1107.00000000 	
5.00000000 	-2464.00000000 	1108.00000000 	
5.00000000 	-2471.00000000 	1109.00000000 	
5.00000000 	-2471.00000000 	1109.00000000 	
5.00000000 	-2471.00000000 	1109.00000000 	
5.00000000 	-2488.00000000 	1111.00000000 	
5.00000000 	-2496.00000000 	1109.00000000 	
5.00000000 	-2494.00000000 	1110.00000000 	
5.00000000 	-2494.00000000 	1110.00000000 	
5.00000000 	-2521.00000000 	1111.00000000 	
5.00000000 	-2569.00000000 	1114.00000000 	
5.00000000 	-2571.00000000 	1113.00000000 	
5.00000000 	-2571.00000000 	1113.00000000 	
5.00000000 	-2571.00000000 	1113.00000000 	
5.00000000 	-2571.00000000 	1113.00000000 	
5.00000000 	-2571.00000000 	1113.00000000 	
5.00000000 	-2581.00000000 	1114.00000000 	
5.00000000 	-2591.00000000 	1115.00000000 	
5.00000000 	-2605.00000000 	1116.00000000 	
5.00000000 	-2637.00000000 	1119.00000000 	
5.00000000 	-2653.00000000 	1122.00000000 	
5.00000000 	-2653.00000000 	1122.00000000 	
5.00000000 	-2685.00000000 	1125.00000000 	
5.00000000 	-2708.00000000 	1126.00000000 	
5.00000000 	-2708.00000000 	1126.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1125.00000000 	
5.00000000 	-2710.00000000 	1126.00000000 	
5.00000000 	-2710.00000000 	1126.00000000 	
5.00000000 	-2733.00000000 	1127.00000000 	
5.00000000 	-2734.00000000 	1128.00000000 	
5.00000000 	-2748.00000000 	1129.00000000 	
5.00000000 	-2748.00000000 	1129.00000000 	
5.00000000 	-2752.00000000 	1130.00000000 	
5.00000000 	-2766.00000000 	1131.00000000 	
5.00000000 	-2775.00000000 	1132.00000000 	
5.00000000 	-2775.00000000 	1132.00000000 	
5.00000000 	-2775.00000000 	1132.00000000 	
5.00000000 	-2775.00000000 	1132.00000000 	
5.00000000 	-2775.00000000 	1132.00000000 	
5.00000000 	-2775.00000000 	1131.00000000 	
