temperature	energy	order_param
5.00000000 	-756.00000000 	20.00000000 	
5.00000000 	-754.00000000 	21.00000000 	
5.00000000 	-802.00000000 	22.00000000 	
5.00000000 	-802.00000000 	22.00000000 	
5.00000000 	-850.00000000 	23.00000000 	
5.00000000 	-882.00000000 	24.00000000 	
5.00000000 	-882.00000000 	24.00000000 	
5.00000000 	-896.00000000 	25.00000000 	
5.00000000 	-896.00000000 	25.00000000 	
5.00000000 	-896.00000000 	25.00000000 	
5.00000000 	-897.00000000 	26.00000000 	
5.00000000 	-897.00000000 	26.00000000 	
5.00000000 	-898.00000000 	27.00000000 	
5.00000000 	-898.00000000 	27.00000000 	
5.00000000 	-900.00000000 	26.00000000 	
5.00000000 	-908.00000000 	26.00000000 	
5.00000000 	-908.00000000 	26.00000000 	
5.00000000 	-908.00000000 	26.00000000 	
5.00000000 	-908.00000000 	26.00000000 	
5.00000000 	-908.00000000 	26.00000000 	
5.00000000 	-899.00000000 	25.00000000 	
5.00000000 	-900.00000000 	26.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-923.00000000 	27.00000000 	
5.00000000 	-937.00000000 	28.00000000 	
5.00000000 	-938.00000000 	29.00000000 	
5.00000000 	-938.00000000 	29.00000000 	
5.00000000 	-937.00000000 	28.00000000 	
5.00000000 	-937.00000000 	28.00000000 	
5.00000000 	-935.00000000 	29.00000000 	
5.00000000 	-935.00000000 	30.00000000 	
5.00000000 	-935.00000000 	30.00000000 	
5.00000000 	-935.00000000 	30.00000000 	
5.00000000 	-943.00000000 	30.00000000 	
5.00000000 	-943.00000000 	30.00000000 	
5.00000000 	-939.00000000 	31.00000000 	
5.00000000 	-939.00000000 	31.00000000 	
5.00000000 	-939.00000000 	31.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	32.00000000 	
5.00000000 	-937.00000000 	31.00000000 	
5.00000000 	-937.00000000 	31.00000000 	
5.00000000 	-937.00000000 	31.00000000 	
5.00000000 	-945.00000000 	30.00000000 	
5.00000000 	-945.00000000 	30.00000000 	
5.00000000 	-945.00000000 	30.00000000 	
5.00000000 	-945.00000000 	30.00000000 	
5.00000000 	-945.00000000 	30.00000000 	
5.00000000 	-945.00000000 	30.00000000 	
5.00000000 	-943.00000000 	30.00000000 	
5.00000000 	-950.00000000 	31.00000000 	
5.00000000 	-966.00000000 	32.00000000 	
5.00000000 	-966.00000000 	32.00000000 	
5.00000000 	-966.00000000 	32.00000000 	
5.00000000 	-966.00000000 	32.00000000 	
5.00000000 	-966.00000000 	32.00000000 	
5.00000000 	-966.00000000 	31.00000000 	
5.00000000 	-1014.00000000 	33.00000000 	
5.00000000 	-1023.00000000 	34.00000000 	
5.00000000 	-1023.00000000 	34.00000000 	
5.00000000 	-1023.00000000 	34.00000000 	
5.00000000 	-1023.00000000 	34.00000000 	
5.00000000 	-1023.00000000 	34.00000000 	
5.00000000 	-1023.00000000 	34.00000000 	
5.00000000 	-1071.00000000 	35.00000000 	
5.00000000 	-1071.00000000 	35.00000000 	
5.00000000 	-1083.00000000 	37.00000000 	
5.00000000 	-1083.00000000 	37.00000000 	
5.00000000 	-1083.00000000 	37.00000000 	
5.00000000 	-1147.00000000 	39.00000000 	
5.00000000 	-1147.00000000 	39.00000000 	
5.00000000 	-1147.00000000 	39.00000000 	
5.00000000 	-1186.00000000 	40.00000000 	
5.00000000 	-1209.00000000 	41.00000000 	
5.00000000 	-1209.00000000 	41.00000000 	
5.00000000 	-1200.00000000 	40.00000000 	
5.00000000 	-1200.00000000 	41.00000000 	
5.00000000 	-1200.00000000 	41.00000000 	
5.00000000 	-1200.00000000 	41.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1232.00000000 	42.00000000 	
5.00000000 	-1223.00000000 	42.00000000 	
5.00000000 	-1223.00000000 	42.00000000 	
5.00000000 	-1235.00000000 	44.00000000 	
5.00000000 	-1235.00000000 	44.00000000 	
5.00000000 	-1235.00000000 	44.00000000 	
5.00000000 	-1235.00000000 	44.00000000 	
5.00000000 	-1235.00000000 	44.00000000 	
5.00000000 	-1227.00000000 	45.00000000 	
5.00000000 	-1227.00000000 	45.00000000 	
5.00000000 	-1227.00000000 	45.00000000 	
5.00000000 	-1227.00000000 	45.00000000 	
5.00000000 	-1227.00000000 	44.00000000 	
5.00000000 	-1227.00000000 	44.00000000 	
5.00000000 	-1227.00000000 	44.00000000 	
5.00000000 	-1227.00000000 	44.00000000 	
5.00000000 	-1227.00000000 	44.00000000 	
5.00000000 	-1241.00000000 	45.00000000 	
5.00000000 	-1241.00000000 	45.00000000 	
5.00000000 	-1241.00000000 	45.00000000 	
5.00000000 	-1241.00000000 	45.00000000 	
5.00000000 	-1241.00000000 	45.00000000 	
5.00000000 	-1241.00000000 	45.00000000 	
5.00000000 	-1273.00000000 	46.00000000 	
5.00000000 	-1291.00000000 	46.00000000 	
5.00000000 	-1291.00000000 	46.00000000 	
5.00000000 	-1291.00000000 	46.00000000 	
5.00000000 	-1296.00000000 	47.00000000 	
5.00000000 	-1296.00000000 	47.00000000 	
5.00000000 	-1296.00000000 	47.00000000 	
5.00000000 	-1344.00000000 	48.00000000 	
5.00000000 	-1344.00000000 	48.00000000 	
5.00000000 	-1344.00000000 	48.00000000 	
5.00000000 	-1344.00000000 	48.00000000 	
5.00000000 	-1344.00000000 	48.00000000 	
5.00000000 	-1344.00000000 	48.00000000 	
5.00000000 	-1353.00000000 	48.00000000 	
5.00000000 	-1353.00000000 	48.00000000 	
5.00000000 	-1353.00000000 	47.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	49.00000000 	
5.00000000 	-1377.00000000 	50.00000000 	
5.00000000 	-1377.00000000 	50.00000000 	
5.00000000 	-1377.00000000 	50.00000000 	
5.00000000 	-1377.00000000 	50.00000000 	
5.00000000 	-1377.00000000 	50.00000000 	
5.00000000 	-1368.00000000 	50.00000000 	
5.00000000 	-1368.00000000 	50.00000000 	
5.00000000 	-1368.00000000 	50.00000000 	
5.00000000 	-1368.00000000 	50.00000000 	
5.00000000 	-1368.00000000 	50.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1368.00000000 	49.00000000 	
5.00000000 	-1391.00000000 	50.00000000 	
5.00000000 	-1391.00000000 	50.00000000 	
5.00000000 	-1391.00000000 	50.00000000 	
5.00000000 	-1391.00000000 	50.00000000 	
5.00000000 	-1391.00000000 	50.00000000 	
5.00000000 	-1373.00000000 	50.00000000 	
5.00000000 	-1373.00000000 	50.00000000 	
5.00000000 	-1373.00000000 	50.00000000 	
