temperature	energy	order
5.00000000 	-177.00000000 	13.00000000 	
5.00000000 	-180.00000000 	16.00000000 	
5.00000000 	-180.00000000 	16.00000000 	
5.00000000 	-184.00000000 	18.00000000 	
5.00000000 	-184.00000000 	18.00000000 	
5.00000000 	-184.00000000 	18.00000000 	
5.00000000 	-187.00000000 	21.00000000 	
5.00000000 	-187.00000000 	21.00000000 	
5.00000000 	-186.00000000 	20.00000000 	
5.00000000 	-186.00000000 	20.00000000 	
5.00000000 	-186.00000000 	20.00000000 	
5.00000000 	-228.00000000 	14.00000000 	
5.00000000 	-236.00000000 	15.00000000 	
5.00000000 	-251.00000000 	20.00000000 	
5.00000000 	-251.00000000 	20.00000000 	
5.00000000 	-266.00000000 	15.00000000 	
5.00000000 	-266.00000000 	15.00000000 	
5.00000000 	-266.00000000 	16.00000000 	
5.00000000 	-266.00000000 	16.00000000 	
5.00000000 	-266.00000000 	16.00000000 	
5.00000000 	-266.00000000 	16.00000000 	
5.00000000 	-273.00000000 	17.00000000 	
5.00000000 	-277.00000000 	21.00000000 	
5.00000000 	-282.00000000 	16.00000000 	
5.00000000 	-282.00000000 	16.00000000 	
5.00000000 	-292.00000000 	18.00000000 	
5.00000000 	-292.00000000 	18.00000000 	
5.00000000 	-296.00000000 	17.00000000 	
5.00000000 	-296.00000000 	17.00000000 	
5.00000000 	-299.00000000 	18.00000000 	
5.00000000 	-299.00000000 	18.00000000 	
5.00000000 	-299.00000000 	18.00000000 	
5.00000000 	-297.00000000 	16.00000000 	
5.00000000 	-289.00000000 	14.00000000 	
5.00000000 	-299.00000000 	13.00000000 	
5.00000000 	-299.00000000 	13.00000000 	
5.00000000 	-299.00000000 	13.00000000 	
5.00000000 	-299.00000000 	13.00000000 	
5.00000000 	-297.00000000 	11.00000000 	
5.00000000 	-297.00000000 	11.00000000 	
5.00000000 	-313.00000000 	13.00000000 	
5.00000000 	-313.00000000 	13.00000000 	
5.00000000 	-313.00000000 	13.00000000 	
5.00000000 	-313.00000000 	13.00000000 	
5.00000000 	-313.00000000 	13.00000000 	
5.00000000 	-313.00000000 	14.00000000 	
5.00000000 	-318.00000000 	13.00000000 	
5.00000000 	-318.00000000 	13.00000000 	
5.00000000 	-334.00000000 	9.00000000 	
5.00000000 	-334.00000000 	9.00000000 	
5.00000000 	-334.00000000 	9.00000000 	
5.00000000 	-334.00000000 	5.00000000 	
5.00000000 	-326.00000000 	1.00000000 	
5.00000000 	-326.00000000 	1.00000000 	
5.00000000 	-326.00000000 	1.00000000 	
5.00000000 	-326.00000000 	5.00000000 	
5.00000000 	-326.00000000 	-1.00000000 	
5.00000000 	-329.00000000 	0.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-344.00000000 	-2.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-344.00000000 	-6.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-338.00000000 	-3.00000000 	
5.00000000 	-342.00000000 	-7.00000000 	
5.00000000 	-360.00000000 	-4.00000000 	
5.00000000 	-360.00000000 	-4.00000000 	
5.00000000 	-356.00000000 	-8.00000000 	
5.00000000 	-356.00000000 	-8.00000000 	
5.00000000 	-356.00000000 	-8.00000000 	
5.00000000 	-356.00000000 	-8.00000000 	
5.00000000 	-360.00000000 	-4.00000000 	
5.00000000 	-360.00000000 	-4.00000000 	
5.00000000 	-353.00000000 	-3.00000000 	
5.00000000 	-353.00000000 	-3.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-367.00000000 	-5.00000000 	
5.00000000 	-366.00000000 	-4.00000000 	
5.00000000 	-390.00000000 	-7.00000000 	
5.00000000 	-402.00000000 	-5.00000000 	
5.00000000 	-402.00000000 	-5.00000000 	
5.00000000 	-402.00000000 	-5.00000000 	
5.00000000 	-402.00000000 	-5.00000000 	
5.00000000 	-402.00000000 	-5.00000000 	
5.00000000 	-414.00000000 	-8.00000000 	
5.00000000 	-414.00000000 	-8.00000000 	
5.00000000 	-421.00000000 	-9.00000000 	
5.00000000 	-421.00000000 	-9.00000000 	
5.00000000 	-421.00000000 	-9.00000000 	
5.00000000 	-421.00000000 	-9.00000000 	
5.00000000 	-421.00000000 	-9.00000000 	
5.00000000 	-423.00000000 	-10.00000000 	
5.00000000 	-423.00000000 	-10.00000000 	
5.00000000 	-423.00000000 	-10.00000000 	
5.00000000 	-423.00000000 	-10.00000000 	
5.00000000 	-423.00000000 	-10.00000000 	
5.00000000 	-415.00000000 	-8.00000000 	
