temperature	energy	order
5.00000000 	-36.00000000 	2.00000000 	
5.00000000 	-40.00000000 	4.00000000 	
5.00000000 	-32.00000000 	2.00000000 	
5.00000000 	-32.00000000 	2.00000000 	
5.00000000 	-32.00000000 	0.00000000 	
5.00000000 	-32.00000000 	0.00000000 	
5.00000000 	-36.00000000 	-2.00000000 	
5.00000000 	-36.00000000 	-2.00000000 	
5.00000000 	-36.00000000 	-4.00000000 	
5.00000000 	-36.00000000 	-4.00000000 	
5.00000000 	-32.00000000 	-2.00000000 	
5.00000000 	-32.00000000 	-2.00000000 	
5.00000000 	-32.00000000 	-2.00000000 	
5.00000000 	-36.00000000 	-4.00000000 	
5.00000000 	-36.00000000 	-4.00000000 	
5.00000000 	-40.00000000 	-6.00000000 	
5.00000000 	-40.00000000 	-6.00000000 	
5.00000000 	-40.00000000 	-6.00000000 	
5.00000000 	-48.00000000 	-8.00000000 	
5.00000000 	-48.00000000 	-8.00000000 	
5.00000000 	-48.00000000 	-8.00000000 	
5.00000000 	-48.00000000 	-8.00000000 	
5.00000000 	-48.00000000 	-10.00000000 	
5.00000000 	-48.00000000 	-10.00000000 	
5.00000000 	-48.00000000 	-12.00000000 	
5.00000000 	-48.00000000 	-12.00000000 	
5.00000000 	-52.00000000 	-14.00000000 	
5.00000000 	-52.00000000 	-14.00000000 	
5.00000000 	-52.00000000 	-12.00000000 	
5.00000000 	-52.00000000 	-12.00000000 	
5.00000000 	-48.00000000 	-14.00000000 	
5.00000000 	-48.00000000 	-14.00000000 	
5.00000000 	-52.00000000 	-16.00000000 	
5.00000000 	-52.00000000 	-16.00000000 	
5.00000000 	-48.00000000 	-14.00000000 	
5.00000000 	-48.00000000 	-12.00000000 	
5.00000000 	-48.00000000 	-12.00000000 	
5.00000000 	-48.00000000 	-12.00000000 	
5.00000000 	-48.00000000 	-14.00000000 	
5.00000000 	-44.00000000 	-12.00000000 	
5.00000000 	-44.00000000 	-12.00000000 	
5.00000000 	-44.00000000 	-10.00000000 	
5.00000000 	-44.00000000 	-10.00000000 	
5.00000000 	-44.00000000 	-12.00000000 	
5.00000000 	-44.00000000 	-12.00000000 	
5.00000000 	-40.00000000 	-10.00000000 	
5.00000000 	-40.00000000 	-8.00000000 	
5.00000000 	-40.00000000 	-8.00000000 	
5.00000000 	-44.00000000 	-10.00000000 	
5.00000000 	-44.00000000 	-8.00000000 	
5.00000000 	-44.00000000 	-6.00000000 	
5.00000000 	-48.00000000 	-4.00000000 	
5.00000000 	-48.00000000 	-4.00000000 	
5.00000000 	-48.00000000 	-4.00000000 	
5.00000000 	-48.00000000 	-2.00000000 	
5.00000000 	-48.00000000 	-2.00000000 	
5.00000000 	-52.00000000 	-4.00000000 	
5.00000000 	-52.00000000 	-2.00000000 	
5.00000000 	-52.00000000 	-2.00000000 	
5.00000000 	-52.00000000 	-2.00000000 	
5.00000000 	-52.00000000 	-4.00000000 	
5.00000000 	-52.00000000 	-4.00000000 	
5.00000000 	-56.00000000 	-2.00000000 	
5.00000000 	-56.00000000 	-2.00000000 	
5.00000000 	-56.00000000 	-4.00000000 	
5.00000000 	-56.00000000 	-6.00000000 	
5.00000000 	-56.00000000 	-4.00000000 	
5.00000000 	-56.00000000 	-6.00000000 	
5.00000000 	-60.00000000 	-8.00000000 	
5.00000000 	-56.00000000 	-6.00000000 	
5.00000000 	-56.00000000 	-8.00000000 	
5.00000000 	-52.00000000 	-6.00000000 	
