temperature	energy	order
5.00000000 	-56.00000000 	-54.00000000 	
5.00000000 	-56.00000000 	-52.00000000 	
5.00000000 	-60.00000000 	-54.00000000 	
5.00000000 	-60.00000000 	-52.00000000 	
5.00000000 	-60.00000000 	-52.00000000 	
5.00000000 	-60.00000000 	-52.00000000 	
5.00000000 	-56.00000000 	-50.00000000 	
5.00000000 	-56.00000000 	-52.00000000 	
5.00000000 	-56.00000000 	-50.00000000 	
5.00000000 	-56.00000000 	-48.00000000 	
5.00000000 	-56.00000000 	-46.00000000 	
5.00000000 	-56.00000000 	-48.00000000 	
5.00000000 	-56.00000000 	-46.00000000 	
5.00000000 	-60.00000000 	-48.00000000 	
5.00000000 	-60.00000000 	-50.00000000 	
5.00000000 	-60.00000000 	-48.00000000 	
5.00000000 	-60.00000000 	-50.00000000 	
5.00000000 	-60.00000000 	-48.00000000 	
5.00000000 	-60.00000000 	-48.00000000 	
5.00000000 	-64.00000000 	-50.00000000 	
5.00000000 	-64.00000000 	-50.00000000 	
5.00000000 	-64.00000000 	-48.00000000 	
5.00000000 	-64.00000000 	-50.00000000 	
5.00000000 	-68.00000000 	-48.00000000 	
5.00000000 	-68.00000000 	-46.00000000 	
5.00000000 	-68.00000000 	-48.00000000 	
5.00000000 	-64.00000000 	-50.00000000 	
5.00000000 	-64.00000000 	-50.00000000 	
5.00000000 	-64.00000000 	-48.00000000 	
5.00000000 	-68.00000000 	-46.00000000 	
5.00000000 	-72.00000000 	-44.00000000 	
5.00000000 	-68.00000000 	-42.00000000 	
5.00000000 	-68.00000000 	-44.00000000 	
5.00000000 	-68.00000000 	-42.00000000 	
5.00000000 	-68.00000000 	-42.00000000 	
5.00000000 	-64.00000000 	-40.00000000 	
5.00000000 	-60.00000000 	-38.00000000 	
5.00000000 	-60.00000000 	-36.00000000 	
5.00000000 	-56.00000000 	-34.00000000 	
5.00000000 	-52.00000000 	-36.00000000 	
5.00000000 	-44.00000000 	-34.00000000 	
5.00000000 	-44.00000000 	-32.00000000 	
5.00000000 	-48.00000000 	-30.00000000 	
5.00000000 	-52.00000000 	-28.00000000 	
5.00000000 	-52.00000000 	-26.00000000 	
5.00000000 	-52.00000000 	-24.00000000 	
5.00000000 	-44.00000000 	-26.00000000 	
5.00000000 	-44.00000000 	-26.00000000 	
5.00000000 	-44.00000000 	-28.00000000 	
5.00000000 	-44.00000000 	-28.00000000 	
5.00000000 	-44.00000000 	-28.00000000 	
5.00000000 	-44.00000000 	-26.00000000 	
5.00000000 	-44.00000000 	-26.00000000 	
5.00000000 	-44.00000000 	-28.00000000 	
5.00000000 	-44.00000000 	-26.00000000 	
5.00000000 	-48.00000000 	-24.00000000 	
5.00000000 	-48.00000000 	-26.00000000 	
5.00000000 	-48.00000000 	-28.00000000 	
5.00000000 	-48.00000000 	-28.00000000 	
5.00000000 	-52.00000000 	-26.00000000 	
5.00000000 	-48.00000000 	-24.00000000 	
5.00000000 	-48.00000000 	-24.00000000 	
5.00000000 	-52.00000000 	-26.00000000 	
5.00000000 	-52.00000000 	-26.00000000 	
5.00000000 	-52.00000000 	-26.00000000 	
5.00000000 	-52.00000000 	-28.00000000 	
5.00000000 	-56.00000000 	-30.00000000 	
5.00000000 	-64.00000000 	-32.00000000 	
5.00000000 	-64.00000000 	-32.00000000 	
5.00000000 	-64.00000000 	-32.00000000 	
5.00000000 	-68.00000000 	-30.00000000 	
5.00000000 	-68.00000000 	-30.00000000 	
5.00000000 	-68.00000000 	-28.00000000 	
5.00000000 	-68.00000000 	-28.00000000 	
5.00000000 	-68.00000000 	-26.00000000 	
5.00000000 	-68.00000000 	-28.00000000 	
5.00000000 	-68.00000000 	-28.00000000 	
5.00000000 	-72.00000000 	-30.00000000 	
5.00000000 	-72.00000000 	-32.00000000 	
5.00000000 	-72.00000000 	-32.00000000 	
5.00000000 	-80.00000000 	-30.00000000 	
5.00000000 	-76.00000000 	-32.00000000 	
5.00000000 	-84.00000000 	-34.00000000 	
5.00000000 	-92.00000000 	-32.00000000 	
5.00000000 	-92.00000000 	-32.00000000 	
5.00000000 	-96.00000000 	-34.00000000 	
5.00000000 	-96.00000000 	-34.00000000 	
5.00000000 	-96.00000000 	-34.00000000 	
5.00000000 	-96.00000000 	-36.00000000 	
5.00000000 	-96.00000000 	-34.00000000 	
5.00000000 	-100.00000000 	-32.00000000 	
5.00000000 	-100.00000000 	-30.00000000 	
5.00000000 	-96.00000000 	-28.00000000 	
5.00000000 	-100.00000000 	-30.00000000 	
5.00000000 	-100.00000000 	-28.00000000 	
5.00000000 	-100.00000000 	-30.00000000 	
5.00000000 	-100.00000000 	-30.00000000 	
5.00000000 	-104.00000000 	-28.00000000 	
5.00000000 	-108.00000000 	-30.00000000 	
5.00000000 	-108.00000000 	-30.00000000 	
5.00000000 	-112.00000000 	-32.00000000 	
5.00000000 	-112.00000000 	-34.00000000 	
5.00000000 	-116.00000000 	-32.00000000 	
5.00000000 	-116.00000000 	-30.00000000 	
5.00000000 	-112.00000000 	-32.00000000 	
5.00000000 	-112.00000000 	-32.00000000 	
5.00000000 	-112.00000000 	-32.00000000 	
5.00000000 	-108.00000000 	-30.00000000 	
5.00000000 	-104.00000000 	-28.00000000 	
5.00000000 	-104.00000000 	-28.00000000 	
5.00000000 	-108.00000000 	-26.00000000 	
5.00000000 	-112.00000000 	-24.00000000 	
5.00000000 	-112.00000000 	-24.00000000 	
5.00000000 	-116.00000000 	-22.00000000 	
5.00000000 	-116.00000000 	-20.00000000 	
5.00000000 	-116.00000000 	-18.00000000 	
5.00000000 	-116.00000000 	-16.00000000 	
5.00000000 	-116.00000000 	-18.00000000 	
5.00000000 	-116.00000000 	-20.00000000 	
5.00000000 	-116.00000000 	-22.00000000 	
5.00000000 	-116.00000000 	-22.00000000 	
5.00000000 	-120.00000000 	-20.00000000 	
5.00000000 	-120.00000000 	-22.00000000 	
5.00000000 	-120.00000000 	-22.00000000 	
5.00000000 	-116.00000000 	-20.00000000 	
5.00000000 	-116.00000000 	-18.00000000 	
5.00000000 	-120.00000000 	-16.00000000 	
5.00000000 	-120.00000000 	-16.00000000 	
5.00000000 	-120.00000000 	-18.00000000 	
5.00000000 	-120.00000000 	-16.00000000 	
5.00000000 	-116.00000000 	-14.00000000 	
5.00000000 	-116.00000000 	-14.00000000 	
5.00000000 	-112.00000000 	-12.00000000 	
5.00000000 	-112.00000000 	-12.00000000 	
5.00000000 	-112.00000000 	-10.00000000 	
5.00000000 	-116.00000000 	-12.00000000 	
5.00000000 	-112.00000000 	-14.00000000 	
5.00000000 	-112.00000000 	-14.00000000 	
5.00000000 	-112.00000000 	-14.00000000 	
5.00000000 	-112.00000000 	-16.00000000 	
5.00000000 	-108.00000000 	-14.00000000 	
5.00000000 	-108.00000000 	-14.00000000 	
5.00000000 	-108.00000000 	-14.00000000 	
5.00000000 	-108.00000000 	-14.00000000 	
5.00000000 	-108.00000000 	-16.00000000 	
5.00000000 	-104.00000000 	-18.00000000 	
5.00000000 	-104.00000000 	-16.00000000 	
5.00000000 	-108.00000000 	-18.00000000 	
5.00000000 	-112.00000000 	-16.00000000 	
